stop_id,betweenness_centrality
1124,0.08814953513899286
4952,0.08741791722099612
6465,0.08261432115812514
6432,0.08000363950419997
1162C,0.07970999034206168
1317,0.07647839504975713
1726,0.0736341839300698
6435,0.06989108638230697
6356,0.06801444682768402
6355,0.06801428521559699
2250,0.059681242784020316
1024B,0.056150826742792426
2578,0.05566599048169452
2959,0.0544248096532839
2965,0.054424648041196864
1063,0.0536760608540617
2950,0.05335380635251863
5067,0.05260473432912237
5066,0.052604572717035336
6430,0.052604411104948304
1734,0.05258631055120065
6357,0.05197654814682652
3625B,0.051749483164545675
6428,0.05174932155245864
5018,0.0517491599403716
5017,0.05174899832828457
3624B,0.05174883671619754
5859,0.05048842404943003
5858,0.050488262437342994
1128,0.05026685387810829
1376B,0.050266692266021255
2695,0.050096191514201825
4111,0.04941321883440192
6021,0.04863036988481584
1403,0.04810981735248372
1221,0.04748874210201731
1781,0.04626291442187478
3630,0.04626275280978775
6191,0.045647172370280445
5811,0.04556879050806962
5810,0.04556862889598259
2788,0.04554325579831846
1636,0.044435243329622724
5048,0.04420801673525484
2247,0.044162926962972734
9291,0.043286181390820695
3223B,0.04328408043368927
3222,0.043283918821602235
3221,0.0432837572095152
1220,0.043177093232073666
1670,0.043130064114747166
3620B,0.0429994815484248
2681,0.042999319936337765
1001,0.04170771613677296
3320B,0.041149831212336306
1707,0.041149669600249274
2392,0.04114950798816224
1983,0.041021834439406456
2682,0.04072899333770333
3623B,0.040728831725616296
1202,0.039791320008739986
1244,0.039791158396652954
1237,0.03979099678456592
6464,0.039056631461089626
3503,0.03812913969360934
1358,0.03768357516966037
6418,0.03768341355757334
6410,0.03662744018090211
6359,0.03662727856881508
4556B,0.03589129712446846
6459,0.03579109763050822
2355,0.035484357889320285
1648,0.035207677996320415
6017,0.03457981503819863
1780,0.034000112482012575
2845,0.033424611840089366
1000,0.033381946249112754
6433,0.033178315019451635
9023B,0.033000541723715734
3245,0.03290648348906274
1318,0.03280579915884141
1131B,0.0325294424900156
2898,0.0321991073841209
6353,0.03181560190159246
2177,0.031815278677418395
1895,0.03117432514024697
1633,0.030914291292211463
1632,0.03091412968012443
1156,0.03051607910976305
2287,0.03051591749767602
1127,0.03023729825963176
3261,0.0299042157482575
3260,0.029904054136170467
3567,0.029872054942938004
6020,0.02961040497403217
6019,0.02961024336194514
6018,0.029610081749858106
1900,0.029382531931316156
1461,0.02935861334243533
2212,0.029358451730348293
3766,0.029324674804158474
3763,0.029324513192071442
3762,0.02932435157998441
3761,0.029324189967897377
1115,0.0290875898724816
1114B,0.02908742826039457
1112,0.029087266648307533
1942,0.028806223228957786
1921,0.02880606161687075
1126,0.028673054869242893
1125,0.02867289325715586
3017,0.027684635344951303
9600B,0.02768447373286427
3018,0.027684312120777238
5044,0.027684150508690206
1116,0.027350259936880783
1099,0.02735009832479375
4002B,0.02734993671270672
5013B,0.027274787092236543
1792,0.02727462548014951
2835,0.026808212996973328
2209,0.026808051384886296
6055,0.02638559738938299
1169,0.026335982478663974
1168,0.02633582086657694
1167,0.02633565925448991
1306,0.02579943034971563
1671,0.025255767288937848
4059,0.025111286083130673
1196,0.02511112447104364
1195,0.025110962858956608
1969,0.024997511173859698
1968,0.024997349561772665
1943,0.024997187949685633
1404,0.02492155349295436
1904,0.024908786138078783
5115,0.024725518031383776
2404,0.024725356419296744
2334B,0.02472519480720971
2402,0.02472503319512268
1801,0.024724871583035646
2370,0.024698528812849327
3082,0.024698367200762295
3413,0.02469820558867526
3412,0.024561158538871586
3451,0.024560996926784553
2051,0.02456083531469752
5105,0.024492958238143816
5102,0.024492796626056784
4267,0.02443429305055097
5740,0.024015556133049416
6461,0.02401539452096238
3009,0.023419207531898995
6471,0.023419045919811962
1909,0.022953441497070945
1906,0.02295327988498391
2465,0.02283788885484261
2333,0.022837727242755578
2463,0.022837565630668546
2462,0.022837404018581513
2098,0.022832555655970532
1006,0.0228323940438835
2101,0.022832232431796468
2470,0.022808313842915637
1307,0.022668842611806475
2595,0.022662216516238138
2301,0.022662054904151106
1651,0.022595147500119594
1650,0.022594985888032562
1649,0.02259482427594553
1016,0.02250351344677209
1349,0.02250335183468506
3588,0.022387314356195627
1769B,0.022237015115255276
1754,0.022232813200992428
1303,0.021875973712824372
4152,0.02187581210073734
1183,0.021875650488650308
1180,0.021875488876563275
1179,0.021875327264476243
1314,0.021838479708632803
1313,0.02183831809654577
1304,0.021838156484458734
1108,0.021837994872371702
1094,0.02183783326028467
6481,0.021442530095402847
5174,0.021397601935207775
5168,0.021397440323120742
5915,0.021361400827712467
1015,0.021361239215625435
1165,0.021315502994995197
1859,0.021144840631088735
2739,0.020773456055087743
3285,0.020528936967407367
3274,0.020528775355320335
1728,0.020169026849585693
1706,0.02016886523749866
3558,0.020150279847489905
4125,0.020016949875687983
1406,0.01979214746262559
6449,0.019791985850538558
2667,0.019748350587039745
3765,0.019272241378641607
6210,0.019105134480649863
3176,0.018551128246301993
1464,0.018534805425511697
1463,0.018534643813424664
1981,0.018521068398113922
6190,0.018506523310280985
5308,0.01829077117409242
3705,0.018290609562005386
3704,0.018290447949918354
3240,0.01829028633783132
5362,0.0182877005444388
1920,0.01808229158182032
4307,0.01804366629301952
4306,0.01804350468093249
1068,0.01803299989527537
1062,0.018032838283188336
5107B,0.018032191834840203
5100B,0.01803203022275317
1230,0.01803186861066614
1232,0.018031706998579106
1240,0.018031545386492074
2840,0.017754865493492204
1875,0.017733209473829833
1874,0.0177330478617428
4131B,0.017169021677998907
9296,0.01710712424866541
4305,0.017101306213532234
4304,0.0171011446014452
4303,0.01710098298935817
2249,0.01687359478290325
6214,0.01687343317081622
6056,0.016680953175160353
1121,0.01657962239659089
2221,0.016330578170473602
3587,0.01633041655838657
6442,0.016215671976593397
4232,0.016115472482633165
4957,0.016115310870546132
4230,0.0161151492584591
4229,0.016114987646372068
1988B,0.01611256346506658
4340,0.01585543863459766
3514,0.01584832770276822
2067,0.015614313400744968
3414,0.015614151788657936
4124,0.0154525397016253
2367,0.015404217687602544
1779,0.015347168620880024
1760,0.015347007008792992
2290B,0.015346845396705958
1758B,0.015346683784618925
1757,0.015346522172531893
1756B,0.01534636056044486
1751,0.015346198948357828
6054B,0.01527638252675973
6053,0.015276220914672697
1929,0.015210606407337448
3313,0.015198323888722968
6062,0.015198162276635936
2289,0.015154850237311189
1129,0.015137557743998697
1830,0.015077114823448493
6482,0.015039297595082856
1970,0.01497578404487903
5817,0.014946693869213157
2165,0.014946532257126124
1926B,0.014946370645039092
6436,0.014899179915625562
4258,0.01486281719604322
3083,0.014862655583956186
2305,0.014862493971869154
1356,0.014862332359782121
1964,0.01484940339281951
2166,0.014849241780732478
1962,0.014849080168645445
3381,0.01478799079974711
4264B,0.014775869893219662
1731,0.014706699919969694
1720B,0.014706538307882662
1719,0.01470637669579563
1718B,0.014706215083708597
2291B,0.014706053471621565
1716,0.014705891859534533
4153,0.014627994833584802
4127,0.014599551106267058
4266,0.014599389494180026
3225,0.014450706374110002
1777B,0.01440577821391493
1764,0.014405616601827898
1278,0.014405454989740865
1762,0.014405293377653833
2323,0.014296851667254935
3369,0.014296690055167902
3377,0.01429652844308087
1767,0.014261943456455886
1158,0.014174672929458263
1157,0.01417451131737123
1236,0.014029868499477023
1199,0.01402970688738999
5761,0.014022595955560555
5911B,0.014022434343473522
5913,0.01402227273138649
5910,0.014022111119299458
5908,0.014021949507212425
5906,0.014021787895125391
5905,0.014021626283038359
9756,0.014021464670951327
9755,0.014021303058864294
3619B,0.014021141446777262
3087,0.01402097983469023
9753,0.014020818222603197
9751,0.014020656610516163
4363,0.013981869709628331
4362,0.013981708097541299
5459,0.01380571253476276
6354B,0.013630363420332352
1715,0.013620181858849296
1714,0.013620020246762263
1713,0.013619858634675231
1712,0.013619697022588199
1733,0.013619535410501166
4310,0.01346390297068874
2105,0.013412025490751264
5856,0.013257201111374
3192,0.013257039499286968
3191,0.013256877887199935
5853B,0.013256716275112903
2102,0.013168960911854183
2100,0.01316879929976715
1007,0.013168637687680116
2097,0.013168476075593084
2610,0.013132759804358872
5922,0.01313259819227184
5920C,0.013132436580184807
5953,0.013132274968097775
2050,0.01312774982966086
4595,0.01296015809540802
2934A,0.012913290590168556
4366,0.01289696776937826
4365,0.012896806157291227
4364,0.012896644545204195
3368,0.012850100264138796
3401,0.012814707217078648
4358,0.012804848879769659
2763,0.012598793468803049
2762,0.012598631856716017
6439,0.012598470244628984
2365,0.012514916795633112
1766,0.012503280725366763
5076B,0.012503119113279731
5074,0.012502957501192697
1056,0.012502795889105665
4214,0.012489866922143055
4213,0.012489705310056021
3378,0.012460938358564213
2218,0.01246077674647718
2217,0.012460615134390148
2216,0.012460453522303115
3047,0.012460291910216083
2215,0.012460130298129049
2403,0.012459968686042017
1430,0.012458675789345756
1429,0.012458514177258724
3188,0.012350072466859825
3189,0.012349910854772793
3190,0.01234974924268576
5813,0.012349587630598728
5273,0.012347325061380272
1857,0.01234716344929324
1856,0.012347001837206205
1841,0.012346840225119173
1854,0.01234667861303214
1853,0.012346517000945108
1852,0.012346355388858076
1851,0.012346193776771043
1850,0.01234603216468401
1840,0.012345870552596977
1302,0.012345708940509945
1847,0.012345547328422912
1846,0.01234538571633588
2760B,0.012334719318591725
2759,0.012334557706504693
2757C,0.01233439609441766
1250,0.01230061916822784
4857B,0.012300457556140808
3086,0.012196702596265856
9778,0.012196540984178824
9777,0.012196379372091792
9776,0.012196217760004758
1227,0.012196217760004758
2581,0.012196056147917725
5968,0.012196056147917725
5967,0.012195894535830693
5961,0.01219573292374366
5959,0.012195571311656628
5965,0.012195409699569596
5958C,0.012195248087482562
5760,0.01219508647539553
3402,0.012086967989170697
1535,0.012086806377083665
5416,0.012012788041222718
5415,0.012012626429135686
5921B,0.011893356708905602
5923,0.01189319509681857
3921,0.011885437716641004
7330,0.011822893838959373
1427,0.011822732226872341
2415,0.011702654446207094
2414,0.011702492834120061
1251,0.011663221096971132
1154,0.011569647698579237
2773,0.011513891528552977
2767,0.011513729916465945
2460,0.011513568304378913
2459,0.01151340669229188
2937B,0.011498538380284877
2411B,0.011498376768197845
4854C,0.01139995500719497
1951,0.011272443070526222
5058,0.01127228145843919
1985B,0.011272119846352157
2857C,0.011205535666494713
2856B,0.011205374054407679
2855,0.011205212442320646
2854,0.011205050830233614
2853,0.011204889218146582
2734,0.011185495767702665
2738,0.011185334155615633
5916,0.011140405995420561
4132B,0.011084164989133203
6061,0.010862271593637398
6060,0.010862109981550365
6059,0.010861948369463331
6058,0.010861786757376299
3306,0.01085499904972093
1462,0.010845463936586003
6450,0.01084530232449897
5361,0.010796657086302147
2633,0.010780334265511851
2412,0.010780172653424819
1085,0.01077338494576945
1775,0.010647812354145091
3460,0.010611288022475717
1041,0.010589793614900376
6985B,0.01041266676751261
1610,0.010412505155425576
1300,0.010412343543338544
7427,0.010412181931251511
3226B,0.01033412329321475
3228,0.010333961681127716
1803B,0.010277882286927392
1802,0.01027772067484036
1271B,0.010221641280640036
3399,0.010221479668553003
1417B,0.01022131805646597
3469,0.0102145303488106
1301,0.01020531845984974
7493B,0.010205156847762707
7494,0.010204995235675675
7218,0.010204833623588642
7865,0.01020467201150161
2741,0.010153602591999296
2743,0.010153440979912264
2746,0.010153279367825232
2749,0.0101531177557382
2755B,0.010152956143651167
2410,0.010097846421973039
1050,0.010062130150738827
1054,0.010061968538651794
3063,0.01006180692656476
1090,0.010061645314477728
3061,0.010061483702390695
2327,0.010061322090303663
3059,0.01006116047821663
4277,0.010032070302550756
4276,0.010031908690463723
4956,0.010031747078376691
4274,0.010031585466289659
3424,0.00999732370383874
3404,0.009997162091751707
3707,0.009994576298359184
2758,0.009948516853554884
2822,0.009948355241467852
2264,0.009922335695455599
2405,0.009922174083368564
2262,0.009922012471281532
2261,0.0099218508591945
2260,0.009921689247107467
2259,0.009921527635020435
3379,0.009921366022933403
3376,0.009921204410846369
2611,0.00990100289996729
2609,0.009900841287880257
2664,0.009900679675793224
1443,0.009900518063706192
3581,0.00990035645161916
1411,0.009900194839532127
3196,0.009900033227445095
1533,0.009842499324461476
1320,0.009842337712374444
1531,0.009842176100287411
5952,0.009831832926717323
2373,0.009827631012454475
1136,0.009793530862090588
1075,0.0097911066807851
2604,0.009790945068698067
4309,0.009790783456611035
4308,0.009790621844524
1321,0.009700603912046824
3463,0.009700442299959791
5917,0.009679109504471484
3450,0.00967393791768644
3194,0.00954755726562692
3193,0.009547395653539887
3604,0.009547234041452855
1442,0.009547072429365821
2662B,0.009546910817278789
2283,0.009530103160227395
2226,0.00946416542871808
2225,0.009464003816631048
2584B,0.00945624643645348
1035,0.009456084824366448
2803,0.009455923212279416
3462,0.00944089328818538
3461,0.009440731676098348
2252,0.009428287545396836
2550,0.009428125933309803
3681,0.009427964321222771
2556,0.009427802709135737
2551,0.009427641097048705
3243,0.009369137521542892
6440,0.009358471123798737
2715,0.009358309511711705
2714,0.009358147899624672
1141,0.009329380948132864
1140,0.009329219336045831
2873,0.009325179033870016
2871,0.009325017421782983
1036,0.009324855809695949
2498B,0.009324694197608917
2661,0.009282998279154497
2659,0.009282836667067465
3905,0.009217383771819248
3904,0.009217222159732216
3233,0.009216090875122988
3232,0.009215929263035955
3231,0.009215767650948921
3702,0.009153546997441357
1097,0.009126396166819876
2239,0.009102800802113111
2238,0.009102639190026077
2237,0.009102477577939045
2088,0.009102315965852013
2271,0.00910215435376498
5424,0.009095528258196641
2718,0.009095366646109609
2717,0.009095205034022577
2957A,0.00906352906496418
3367,0.009045590123303558
6454,0.009045428511216525
2555,0.009036378234342697
9025,0.00900647999824166
2207,0.009006318386154628
2089,0.009006156774067596
6123,0.009005995161980564
5742B,0.00900583354989353
5741,0.009005671937806497
3910,0.00899355103127905
3175B,0.008990318789538397
3174,0.008990157177451365
3173,0.008989995565364332
3172,0.0089898339532773
3177,0.008989187504929169
5046,0.008952663173259793
3230,0.008952016724911664
6451,0.008927128463508637
3366,0.008926966851421605
1019,0.008851494006777365
5011,0.008851332394690332
5009B,0.0088511707826033
1782,0.008851009170516268
2046,0.008839696324423982
6469,0.00883953471233695
3549,0.008839373100249917
1424,0.00875177934907823
3361,0.008699417032879657
1257,0.008632509628848145
2028,0.008630247059629689
9853,0.008630085447542657
1043,0.00862669159371497
2022,0.008626529981627938
1551,0.008626368369540905
1037,0.008625237084931677
1500,0.008533764643671206
1546,0.008533603031584173
1545,0.008533441419497141
1544,0.008533279807410109
3171,0.008462655325376848
1057,0.008445686056238421
2766,0.008445524444151389
2823B,0.008445362832064356
2518,0.008412393966309698
1961B,0.008400434671869282
1965,0.00840027305978225
1959,0.008400111447695218
1958B,0.008399949835608185
1957B,0.008399788223521153
1963,0.00839962661143412
1955,0.008399464999347088
1954,0.008399303387260054
1953,0.008399141775173022
2168,0.00839898016308599
2167,0.008398818550998957
2161,0.008398656938911925
2157,0.008398495326824892
2156,0.008398333714737858
4066,0.008375223186292193
1120,0.00837506157420516
1198,0.008374899962118126
1197,0.008374738350031094
2072,0.008374576737944062
2082,0.00837441512585703
1793,0.008374253513769997
3420,0.008339668527145013
3282,0.008330133414010088
3281,0.008329971801923054
3252,0.008329810189836022
3238,0.00832964857774899
4165,0.008313002532784629
4162,0.008312840920697596
1538B,0.008297649384516529
1534,0.008297487772429495
1414,0.00828665976259831
4407,0.008203591149863534
6468,0.008203429537776502
5407,0.00818549059611588
2104,0.00818177351811413
2103,0.008181611906027097
2112,0.008181450293940065
2099,0.00818128868185303
1938,0.008181127069765998
1944,0.008180965457678966
1936,0.008180803845591934
3911,0.008126502184348969
3899,0.008125047675565674
1522,0.008124886063478642
1273,0.008111472260254934
1239,0.008089493016418495
1231,0.008089331404331462
1229,0.00808916979224443
5101B,0.008089008180157398
5111B,0.008088846568070365
3253,0.008066867324233926
3276,0.007995434781765502
2547,0.00799527316967847
2171,0.007995111557591437
1989,0.007983960323586186
1935,0.007916891307467642
1939,0.00791672969538061
1933B,0.007916568083293577
1932,0.007916406471206545
1931,0.007916244859119511
1937,0.007916083247032479
2586,0.007848367782565806
1804,0.007735239321642962
2093,0.00770873493936961
2095,0.007708573327282577
3957,0.00766332194291344
3956,0.007663160330826407
2523,0.007619363455240563
3682,0.00761920184315353
2515B,0.007612575747585192
4251,0.007608212221235312
1466,0.007608050609148279
3638,0.007607404160800148
3257,0.007600616453144778
2456,0.007578313985134274
